split,image,label,line,top_edge_width_px,new_class,new_name
test,CropImage_20260126092714769_F3-I0_OK-3.bmp,CropImage_20260126092714769_F3-I0_OK-3.txt,1,101.620015,0,label1_thin
test,CropImage_20260126092714769_F3-I0_OK-4.bmp,CropImage_20260126092714769_F3-I0_OK-4.txt,1,174.640298,1,label1_thick
test,CropImage_20260126092714769_F3-I0_OK-5.bmp,CropImage_20260126092714769_F3-I0_OK-5.txt,1,103.150000,0,label1_thin
test,CropImage_20260126092714769_F3-I0_OK-6.bmp,CropImage_20260126092714769_F3-I0_OK-6.txt,1,105.920180,0,label1_thin
test,CropImage_20260126092714769_F3-I0_OK-7.bmp,CropImage_20260126092714769_F3-I0_OK-7.txt,1,102.090060,0,label1_thin
test,CropImage_20260127105947815_F3-I0_OK-2.bmp,CropImage_20260127105947815_F3-I0_OK-2.txt,1,195.700050,1,label1_thick
test,CropImage_20260127105947815_F3-I0_OK-3.bmp,CropImage_20260127105947815_F3-I0_OK-3.txt,1,97.130000,0,label1_thin
test,CropImage_20260127105947815_F3-I0_OK-4.bmp,CropImage_20260127105947815_F3-I0_OK-4.txt,1,201.201027,1,label1_thick
test,CropImage_20260127105947815_F3-I0_OK-6.bmp,CropImage_20260127105947815_F3-I0_OK-6.txt,1,98.719950,0,label1_thin
test,CropImage_20260127105947815_F3-I0_OK-7.bmp,CropImage_20260127105947815_F3-I0_OK-7.txt,1,96.560256,0,label1_thin
test,CropImage_20260127110311302_F3-I0_OK-2.bmp,CropImage_20260127110311302_F3-I0_OK-2.txt,1,185.310180,1,label1_thick
test,CropImage_20260127110311302_F3-I0_OK-3.bmp,CropImage_20260127110311302_F3-I0_OK-3.txt,1,86.500080,0,label1_thin
test,CropImage_20260127110311302_F3-I0_OK-4.bmp,CropImage_20260127110311302_F3-I0_OK-4.txt,1,217.058482,1,label1_thick
test,CropImage_20260127110311302_F3-I0_OK-5.bmp,CropImage_20260127110311302_F3-I0_OK-5.txt,1,90.070245,0,label1_thin
test,CropImage_20260127110311302_F3-I0_OK-6.bmp,CropImage_20260127110311302_F3-I0_OK-6.txt,1,93.279870,0,label1_thin
test,CropImage_20260127110311302_F3-I0_OK-7.bmp,CropImage_20260127110311302_F3-I0_OK-7.txt,1,112.270095,0,label1_thin
test,CropImage_20260127110334701_F3-I0_OK-2.bmp,CropImage_20260127110334701_F3-I0_OK-2.txt,1,181.029864,1,label1_thick
test,CropImage_20260127110334701_F3-I0_OK-3.bmp,CropImage_20260127110334701_F3-I0_OK-3.txt,1,111.109959,0,label1_thin
test,CropImage_20260127110334701_F3-I0_OK-4.bmp,CropImage_20260127110334701_F3-I0_OK-4.txt,1,185.450025,1,label1_thick
test,CropImage_20260127110334701_F3-I0_OK-5.bmp,CropImage_20260127110334701_F3-I0_OK-5.txt,1,98.169808,0,label1_thin
test,CropImage_20260127110334701_F3-I0_OK-6.bmp,CropImage_20260127110334701_F3-I0_OK-6.txt,1,104.439918,0,label1_thin
test,CropImage_20260127110334701_F3-I0_OK-7.bmp,CropImage_20260127110334701_F3-I0_OK-7.txt,1,97.120170,0,label1_thin
test,CropImage_20260127111333532_F3-I0_OK-2.bmp,CropImage_20260127111333532_F3-I0_OK-2.txt,1,201.169943,1,label1_thick
test,CropImage_20260127111333532_F3-I0_OK-3.bmp,CropImage_20260127111333532_F3-I0_OK-3.txt,1,103.409955,0,label1_thin
test,CropImage_20260127111333532_F3-I0_OK-4.bmp,CropImage_20260127111333532_F3-I0_OK-4.txt,1,197.119980,1,label1_thick
test,CropImage_20260127111333532_F3-I0_OK-5.bmp,CropImage_20260127111333532_F3-I0_OK-5.txt,1,95.389785,0,label1_thin
test,CropImage_20260127111333532_F3-I0_OK-6.bmp,CropImage_20260127111333532_F3-I0_OK-6.txt,1,103.630176,0,label1_thin
test,CropImage_20260127111333532_F3-I0_OK-7.bmp,CropImage_20260127111333532_F3-I0_OK-7.txt,1,80.130060,0,label1_thin
test,CropImage_20260127174336203_F3-I0_OK-2.bmp,CropImage_20260127174336203_F3-I0_OK-2.txt,1,215.779968,1,label1_thick
test,CropImage_20260127174336203_F3-I0_OK-3.bmp,CropImage_20260127174336203_F3-I0_OK-3.txt,1,96.260156,0,label1_thin
test,CropImage_20260127174336203_F3-I0_OK-4.bmp,CropImage_20260127174336203_F3-I0_OK-4.txt,1,211.749681,1,label1_thick
test,CropImage_20260127174336203_F3-I0_OK-5.bmp,CropImage_20260127174336203_F3-I0_OK-5.txt,1,100.389813,0,label1_thin
test,CropImage_20260127174336203_F3-I0_OK-6.bmp,CropImage_20260127174336203_F3-I0_OK-6.txt,1,104.920260,0,label1_thin
test,CropImage_20260127174336203_F3-I0_OK-7.bmp,CropImage_20260127174336203_F3-I0_OK-7.txt,1,97.330066,0,label1_thin
test,CropImage_20260127174358154_F3-I0_OK-2.bmp,CropImage_20260127174358154_F3-I0_OK-2.txt,1,196.869813,1,label1_thick
test,CropImage_20260127174358154_F3-I0_OK-3.bmp,CropImage_20260127174358154_F3-I0_OK-3.txt,1,88.009857,0,label1_thin
test,CropImage_20260127174358154_F3-I0_OK-4.bmp,CropImage_20260127174358154_F3-I0_OK-4.txt,1,204.789948,1,label1_thick
test,CropImage_20260127174358154_F3-I0_OK-5.bmp,CropImage_20260127174358154_F3-I0_OK-5.txt,1,95.980079,0,label1_thin
test,CropImage_20260127174358154_F3-I0_OK-6.bmp,CropImage_20260127174358154_F3-I0_OK-6.txt,1,113.149854,0,label1_thin
test,CropImage_20260127174358154_F3-I0_OK-7.bmp,CropImage_20260127174358154_F3-I0_OK-7.txt,1,89.359922,0,label1_thin
test,CropImage_20260128140015324_F3-I0_OK-2.bmp,CropImage_20260128140015324_F3-I0_OK-2.txt,1,198.259950,1,label1_thick
test,CropImage_20260128140015324_F3-I0_OK-3.bmp,CropImage_20260128140015324_F3-I0_OK-3.txt,1,99.149750,0,label1_thin
test,CropImage_20260128140015324_F3-I0_OK-4.bmp,CropImage_20260128140015324_F3-I0_OK-4.txt,1,206.049900,1,label1_thick
test,CropImage_20260128140015324_F3-I0_OK-5.bmp,CropImage_20260128140015324_F3-I0_OK-5.txt,1,87.920041,0,label1_thin
test,CropImage_20260128140015324_F3-I0_OK-6.bmp,CropImage_20260128140015324_F3-I0_OK-6.txt,1,94.160220,0,label1_thin
test,CropImage_20260128140015324_F3-I0_OK-7.bmp,CropImage_20260128140015324_F3-I0_OK-7.txt,1,98.130128,0,label1_thin
test,CropImage_20260128141159842_F3-I0_OK-2.bmp,CropImage_20260128141159842_F3-I0_OK-2.txt,1,189.469800,1,label1_thick
test,CropImage_20260128141159842_F3-I0_OK-3.bmp,CropImage_20260128141159842_F3-I0_OK-3.txt,1,135.070737,0,label1_thin
test,CropImage_20260128141159842_F3-I0_OK-4.bmp,CropImage_20260128141159842_F3-I0_OK-4.txt,1,200.039662,1,label1_thick
test,CropImage_20260128141159842_F3-I0_OK-5.bmp,CropImage_20260128141159842_F3-I0_OK-5.txt,1,103.959828,0,label1_thin
test,CropImage_20260128141159842_F3-I0_OK-6.bmp,CropImage_20260128141159842_F3-I0_OK-6.txt,1,100.579968,0,label1_thin
test,CropImage_20260128141159842_F3-I0_OK-7.bmp,CropImage_20260128141159842_F3-I0_OK-7.txt,1,126.630108,0,label1_thin
